Score,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1374,SEA,BUF,BLT,SF,CIN,JAX,PIT,CAR,CLV,LAC,DET,DAL,NYJ,MIA,TEN,KC,PHI,NO
1374,SEA,BUF,DAL,SF,MIA,JAX,PIT,BLT,CLV,CIN,LAC,MIN,KC,NYJ,TEN,CHI,PHI,NO
1374,KC,DEN,CIN,SF,MIA,JAX,SEA,BLT,CLV,BUF,LAC,DAL,NYJ,NYG,PIT,CHI,PHI,NO
1374,WAS,BUF,CLV,PHI,DET,MIA,SEA,BLT,NE,LAC,DAL,KC,PIT,CIN,TEN,NYJ,NYG,SF
1374,SEA,NYG,CIN,SF,MIA,BUF,PIT,BLT,CLV,NE,LAC,DAL,NYJ,MIN,TEN,KC,PHI,NO
1374,KC,NYG,CIN,SF,PHI,JAX,SEA,DAL,CLV,BUF,MIA,TEN,NYJ,BLT,PIT,NO,CHI,DEN
1374,BLT,BUF,DET,PHI,CIN,JAX,PIT,DAL,CLV,LAC,SEA,TEN,NYJ,MIA,SF,KC,NYG,NO
1374,SEA,BUF,DAL,PHI,CIN,JAX,CLV,LAC,NE,PIT,DET,KC,MIA,BLT,TEN,NYJ,NYG,SF
1374,WAS,NYG,CIN,SF,MIA,JAX,SEA,DAL,NE,BUF,LAC,NO,PIT,BLT,CLV,KC,PHI,NYJ
1374,WAS,BUF,CLV,PHI,DET,MIA,PIT,LAC,NE,CIN,SEA,DAL,NYJ,BLT,TEN,KC,NYG,SF
1374,WAS,BUF,BLT,SF,MIA,JAX,PIT,LAC,CLV,CIN,SEA,DAL,KC,NYJ,TEN,CHI,PHI,NO
1374,KC,BUF,CIN,SF,PHI,JAX,BLT,LAC,CLV,NE,SEA,DAL,PIT,MIA,TEN,NYJ,NYG,NO
1374,BLT,BUF,DAL,SF,PHI,JAX,CLV,LAC,NE,PIT,SEA,KC,MIA,CIN,TEN,NYJ,NYG,NO
1374,WAS,PHI,BLT,SF,CIN,KC,SEA,BUF,CLV,LAC,MIA,DAL,NYJ,NYG,PIT,CHI,JAX,NO
1373,BLT,BUF,DET,PHI,MIA,JAX,PIT,DAL,CLV,CIN,SEA,NO,TEN,NYJ,LAC,KC,NYG,SF
1373,WAS,SF,JAX,LAC,CIN,MIA,PIT,DAL,NE,BUF,SEA,KC,CLV,BLT,TEN,NYJ,PHI,NO
1373,WAS,NYG,BUF,SF,DET,MIA,PIT,LAC,NE,CIN,SEA,JAX,NYJ,BLT,CLV,KC,PHI,DAL
1373,SEA,BUF,JAX,SF,MIA,LAR,PIT,DAL,CLV,CIN,LAC,KC,NYJ,BLT,TEN,CHI,PHI,NO
1373,WAS,DEN,CIN,SF,PHI,MIA,BLT,BUF,CLV,PIT,SEA,DAL,NYJ,LAC,TEN,KC,NYG,NO
1373,SEA,BUF,JAX,SF,PHI,LAR,PIT,LAC,NE,NYJ,MIA,DAL,CLV,BLT,CIN,KC,NYG,NO
1373,SEA,NYG,CIN,LAC,MIA,JAX,PIT,BLT,CLV,BUF,DAL,NO,TEN,NYJ,GB,KC,PHI,SF
1373,KC,NYG,DAL,SF,CIN,JAX,BLT,BUF,NE,LAC,SEA,TEN,PIT,MIA,CLV,NYJ,PHI,NO
1373,SEA,NYG,DAL,LAC,CIN,BUF,PIT,BLT,NE,NYJ,JAX,NO,CLV,MIA,TEN,KC,PHI,SF
1373,BLT,BUF,JAX,PHI,CIN,MIA,PIT,DAL,CLV,NE,SEA,TEN,NYJ,LAC,SF,KC,NYG,NO
1373,SEA,NYG,DAL,LAC,CIN,BUF,PIT,BLT,NE,CHI,JAX,KC,CLV,MIA,TEN,NYJ,PHI,SF
1373,BLT,BUF,DAL,SF,PHI,JAX,PIT,LAC,CLV,CIN,DET,NO,NYJ,MIA,TEN,KC,NYG,SEA
1373,KC,NYG,DAL,SF,DET,JAX,SEA,BLT,CLV,BUF,LAC,NO,MIA,CIN,PIT,NYJ,PHI,DEN
1373,SEA,NYG,BLT,LAC,CIN,LAR,PIT,BUF,NE,DAL,MIA,JAX,KC,NYJ,CLV,NO,PHI,SF
1373,WAS,BUF,CIN,SF,PHI,MIA,BLT,LAC,NE,CHI,SEA,DAL,PIT,NYJ,CLV,KC,NYG,NO
1373,BLT,BUF,KC,LAC,PHI,JAX,SEA,DAL,CLV,CIN,MIA,MIN,PIT,NYJ,TEN,NO,SF,DEN
1373,SEA,BUF,DAL,SF,PHI,LAR,PIT,BLT,NE,LAC,JAX,KC,MIA,CIN,CLV,NYJ,NYG,NO
1372,BLT,BUF,CIN,LAC,ATL,JAX,SEA,DAL,CLV,PIT,DET,TEN,NYJ,MIA,GB,KC,PHI,SF
1372,WAS,BUF,DAL,PHI,DET,JAX,SEA,BLT,CLV,LAC,SF,NO,MIA,CIN,PIT,KC,NYG,NYJ
1372,SEA,NYG,CIN,PHI,MIA,JAX,PIT,BLT,NE,BUF,SF,DAL,CLV,NYJ,LAC,KC,MIN,NO
1372,BLT,NYG,KC,SF,DET,JAX,PIT,BUF,CLV,CIN,SEA,TEN,NYJ,MIA,LAC,NO,PHI,DAL
1372,BLT,DEN,JAX,PHI,CIN,LAR,SEA,DAL,CLV,BUF,MIA,KC,PIT,LAC,SF,NYJ,NYG,NO
1372,WAS,BUF,DAL,LAC,CIN,LAR,DEN,BLT,NE,SEA,JAX,KC,PIT,MIA,CLV,NYJ,PHI,SF
1372,WAS,NYG,DAL,SF,CIN,MIA,PIT,BUF,BLT,NE,SEA,KC,CLV,LAC,TEN,NYJ,PHI,NO
1372,BLT,BUF,CIN,LAC,MIA,JAX,PIT,DAL,NE,CHI,SEA,TEN,NYJ,NO,CLV,KC,PHI,SF
1372,KC,BUF,DAL,SF,CIN,JAX,DEN,LAC,CLV,SEA,MIA,NO,NYJ,BLT,PIT,CHI,PHI,CAR
1372,BLT,BUF,DET,LAC,MIA,JAX,PIT,DAL,CLV,CIN,SEA,NO,TEN,NYJ,GB,KC,PHI,SF
1372,KC,BUF,CIN,SF,MIA,JAX,PIT,DAL,NE,LAC,SEA,TEN,NYJ,BLT,CLV,PHI,NYG,NO
1372,WAS,DEN,JAX,SF,PHI,MIA,CHI,BUF,CLV,CIN,SEA,KC,PIT,BLT,LAC,NYJ,NYG,DAL
1371,SEA,BUF,DET,PHI,CIN,JAX,PIT,LAC,CLV,NE,MIA,KC,TEN,BLT,SF,NYJ,DAL,NO
1371,WAS,NYG,DAL,PHI,DET,MIA,BLT,BUF,CLV,LAC,SEA,KC,PIT,CIN,TEN,NYJ,JAX,SF
1371,BLT,BUF,DET,PHI,CIN,JAX,PIT,DAL,CLV,LAC,SEA,KC,TEN,MIA,GB,NYJ,NYG,SF
1371,WAS,DEN,CIN,PHI,MIA,JAX,PIT,BUF,CLV,LAC,SEA,TEN,NYJ,BLT,SF,KC,NYG,DAL
1371,BLT,NYG,DAL,PHI,MIA,LAR,PIT,BUF,CLV,CIN,SEA,NO,TEN,NYJ,LAC,KC,JAX,SF
1371,SEA,BUF,BLT,SF,CIN,KC,PIT,LAC,GB,NE,JAX,DAL,CLV,MIA,TEN,NYJ,PHI,NO
1371,SEA,NYG,JAX,LAC,PHI,MIA,PIT,DAL,CLV,BUF,SF,TEN,NYJ,BLT,CIN,KC,CHI,NO
1371,WAS,BUF,CLV,NO,CIN,JAX,SEA,BLT,NE,LAC,SF,DAL,PIT,MIA,TEN,KC,PHI,NYJ
1371,BLT,BUF,DAL,SF,KC,MIA,SEA,LAC,CLV,CIN,DET,JAX,PIT,NYJ,TEN,NO,PHI,DEN
1371,KC,SF,CIN,LAC,PHI,JAX,DEN,BUF,CLV,SEA,MIA,TEN,NYJ,BLT,PIT,NO,NYG,DAL
1370,BLT,DEN,CIN,LAC,PHI,LAR,PIT,DAL,CLV,BUF,SEA,JAX,NYJ,MIA,TEN,KC,NYG,SF
1370,WAS,NYG,CIN,SF,MIA,BUF,SEA,DAL,CLV,NYJ,LAC,JAX,KC,BLT,PIT,NO,PHI,DEN
1370,SEA,BUF,KC,LAC,CIN,JAX,PIT,DAL,NE,NYJ,DET,TEN,MIA,BLT,CLV,NO,PHI,SF
1370,BLT,NYG,DAL,LAC,PHI,JAX,SEA,BUF,NE,CIN,SF,NO,PIT,MIA,CLV,KC,CHI,NYJ
1370,WAS,BUF,BLT,SF,PHI,KC,PIT,LAC,NE,CIN,SEA,DAL,CLV,MIA,TEN,NYJ,NYG,NO
1370,WAS,BUF,JAX,LAC,CIN,LAR,SEA,BLT,CLV,DAL,SF,KC,PIT,MIA,TEN,NYJ,NYG,PHI
1370,BLT,BUF,JAX,PHI,CIN,LAR,SEA,DAL,PIT,LAC,MIA,KC,TEN,NYJ,SF,CLV,NYG,NO
1370,WAS,SF,DAL,LAC,MIA,BUF,PIT,BLT,NE,CIN,SEA,JAX,CLV,NYJ,TEN,KC,PHI,NO
1370,BLT,SF,JAX,LAC,PHI,LAR,PIT,BUF,NE,CIN,SEA,DAL,NYJ,MIA,CLV,KC,NYG,NO
1370,SEA,BUF,CIN,LAC,PHI,BLT,PIT,DAL,NE,CHI,MIA,JAX,CLV,NYJ,TEN,KC,NYG,SF
1370,WAS,BUF,DAL,PHI,CIN,JAX,PIT,BLT,CLV,LAC,DET,NO,NYJ,MIA,SF,KC,NYG,SEA
1370,WAS,BUF,CIN,SF,PHI,MIA,BLT,DAL,NE,LAC,SEA,KC,PIT,NYJ,TEN,CLV,NYG,NO
1370,BLT,BUF,DAL,SF,MIA,JAX,PIT,LAC,NE,CIN,SEA,NO,CLV,NYJ,TEN,KC,PHI,DEN
1370,SEA,SF,BLT,LAC,CIN,JAX,PIT,BUF,NE,CHI,MIA,DET,NYJ,NO,CLV,KC,PHI,DAL
1370,BLT,BUF,DAL,PIT,PHI,MIA,CLV,LAC,NE,CIN,SEA,JAX,NYJ,NO,TEN,KC,NYG,SF
1370,KC,BUF,DAL,PHI,DET,JAX,PIT,BLT,CLV,CIN,SEA,NO,NYJ,MIA,LAC,CHI,NYG,SF
1369,BLT,NYG,DAL,SF,MIA,JAX,PIT,BUF,CLV,CIN,LAC,MIN,KC,NYJ,TEN,NO,PHI,SEA
1369,BLT,NYG,JAX,PHI,CIN,MIA,PIT,BUF,NE,LAC,SEA,DAL,KC,NYJ,CLV,NO,MIN,SF
1369,BLT,SF,DET,LAC,CIN,JAX,SEA,DAL,NE,BUF,MIA,KC,CLV,PIT,TEN,NYJ,PHI,NO
1369,KC,BUF,JAX,SF,PHI,MIA,PIT,BLT,NE,CIN,SEA,TEN,CLV,NYJ,LAC,NO,NYG,DAL
1369,WAS,SF,DAL,LAC,CIN,BUF,DEN,BLT,CLV,SEA,JAX,KC,PIT,MIA,TEN,NYJ,PHI,NO
1369,WAS,SF,DAL,PIT,PHI,MIA,SEA,BLT,CLV,BUF,LAC,KC,TEN,CIN,GB,NYJ,NYG,NO
1369,WAS,BUF,CIN,SF,PHI,MIA,PIT,DAL,NE,LAC,SEA,JAX,CLV,BLT,TEN,KC,NYG,NYJ
1369,BLT,BUF,CIN,PHI,MIA,JAX,PIT,DAL,CLV,LAC,SEA,DET,KC,NYJ,TEN,NO,NYG,SF
1369,KC,DEN,CIN,SF,PHI,JAX,BLT,BUF,CLV,LAC,SEA,DAL,NYJ,MIA,PIT,CHI,NYG,NO
1369,KC,DEN,CIN,SF,PHI,JAX,SEA,BLT,NE,PIT,LAC,DAL,MIA,NYG,CLV,NYJ,BUF,NO
1368,BLT,NYG,BUF,SF,ATL,MIA,SEA,LAC,CLV,CIN,DET,JAX,PIT,NYJ,TEN,KC,PHI,DAL
1368,WAS,NYG,BLT,PHI,KC,JAX,SEA,BUF,CLV,CIN,DET,DAL,NYJ,MIA,LAC,NO,CHI,SF
1368,WAS,SF,CIN,LAC,PHI,LAR,SEA,BLT,CLV,BUF,JAX,TEN,NYJ,MIA,PIT,KC,NYG,DAL
1368,BLT,BUF,JAX,SF,CIN,MIA,PIT,DAL,NE,NYJ,SEA,TEN,CLV,NYG,LAC,KC,PHI,NO
1368,BLT,BUF,KC,SF,PHI,JAX,PIT,LAC,NE,CIN,SEA,TEN,NYJ,MIA,CLV,NO,NYG,DAL
1368,BLT,NYG,KC,PHI,DET,MIA,SEA,DAL,CLV,BUF,SF,TEN,NYJ,CIN,LAC,CHI,JAX,NO
1367,BLT,BUF,JAX,SF,CIN,MIA,PIT,DAL,NE,CHI,LAC,NO,CLV,NYJ,TEN,KC,PHI,SEA
1367,SEA,DEN,BUF,PHI,MIA,LAR,PIT,LAC,NE,CIN,JAX,DAL,NYJ,BLT,CLV,KC,NYG,SF
1367,KC,NYG,DAL,PHI,CIN,LAR,PIT,BUF,CLV,LAC,MIA,TEN,NYJ,BLT,SF,NO,JAX,SEA
1367,SEA,NYG,BLT,PHI,DET,LAR,PIT,BUF,NE,CIN,SF,DAL,NYJ,MIA,CLV,KC,JAX,NO
1367,KC,PHI,DAL,SF,CIN,MIA,SEA,BLT,CLV,BUF,LAC,TEN,PIT,NYG,GB,NYJ,JAX,NO
1367,SEA,BUF,DAL,LAC,MIA,JAX,PIT,BLT,NE,CIN,SF,KC,NYJ,MIN,CLV,PHI,NYG,NO
1367,BLT,DEN,KC,PHI,MIA,JAX,SEA,DAL,CLV,CIN,LAC,TEN,NYJ,NYG,PIT,NO,BUF,SF
1366,BLT,NYG,KC,PHI,BUF,JAX,SEA,DAL,CLV,LAC,SF,TEN,MIA,CIN,PIT,NYJ,MIN,NO
1366,KC,NYG,DAL,SF,CIN,BUF,PIT,BLT,CLV,LAC,JAX,DET,NYJ,MIA,TEN,NO,PHI,SEA
1366,WAS,BUF,CIN,SF,MIA,LAR,SEA,DAL,NE,LAC,JAX,NO,PIT,BLT,CLV,KC,PHI,NYJ
1366,BLT,BUF,DAL,SF,KC,MIA,SEA,TEN,CLV,LAC,DET,MIN,NYJ,CIN,PIT,JAX,PHI,NO
1366,BLT,DEN,CIN,PHI,TEN,MIA,SEA,DAL,CLV,BUF,DET,JAX,NYJ,LAC,PIT,KC,NYG,SF
1366,BLT,SF,CIN,JAX,PHI,BUF,PIT,DAL,CLV,NE,SEA,TEN,NYJ,MIA,LAC,KC,NYG,NO
1366,BLT,NYG,CIN,SF,MIA,BUF,CLV,LAC,NE,PIT,SEA,DAL,TEN,NYJ,GB,KC,PHI,NO
1365,BLT,BUF,KC,SF,MIA,JAX,PIT,DAL,NE,CIN,SEA,TEN,CLV,NYJ,LAC,NO,PHI,DEN
1365,WAS,SF,CIN,JAX,PHI,BUF,SEA,BLT,NE,LAC,MIA,KC,PIT,NYJ,TEN,CLV,DAL,NO
1365,SEA,BUF,CIN,LAC,PHI,MIA,CLV,BLT,NE,PIT,DET,DAL,NYJ,NO,KC,JAX,NYG,SF
1365,BLT,DEN,PHI,LAC,MIA,BUF,PIT,DAL,NE,CIN,SEA,JAX,CLV,NYJ,TEN,KC,NYG,SF
1364,KC,NYG,DAL,SF,PHI,MIA,SEA,BUF,CLV,LAC,DET,NO,NYJ,CIN,PIT,CHI,JAX,DEN
1364,BLT,NYG,DAL,NO,DET,LAR,SEA,BUF,CLV,LAC,SF,JAX,MIA,CIN,PIT,KC,PHI,NYJ
1364,SEA,BUF,KC,PHI,CIN,LAR,PIT,DAL,CLV,NYJ,JAX,TEN,MIA,BLT,LAC,NO,NYG,SF
1364,KC,SF,CIN,LAC,PHI,JAX,SEA,BUF,PIT,NYJ,DET,DAL,MIA,BLT,TEN,CLV,NYG,NO
1364,SEA,BUF,CIN,PIT,PHI,JAX,CLV,DAL,NE,NYJ,LAC,NO,MIA,BLT,TEN,KC,NYG,SF
1363,WAS,BUF,DET,LAC,PHI,JAX,BLT,DAL,NE,PIT,SEA,KC,MIA,CIN,CLV,NYJ,NYG,SF
1363,WAS,NYG,BLT,PHI,CIN,MIA,SEA,BUF,PIT,LAC,DET,KC,TEN,NYJ,SF,CLV,JAX,DAL
1362,SEA,BUF,CLV,PHI,DET,JAX,PIT,BLT,NE,LAC,MIA,TEN,NYJ,CIN,SF,KC,NYG,DAL
1362,BLT,BUF,DAL,PIT,MIA,LAR,SEA,LAC,CLV,CIN,JAX,DET,KC,NYJ,TEN,NO,PHI,SF
1361,BLT,DEN,JAX,PHI,CIN,LAR,PIT,BUF,CLV,LAC,MIA,DAL,KC,NYJ,SF,NO,NYG,SEA
1360,WAS,NYG,DAL,PHI,CIN,JAX,PIT,BLT,CLV,BUF,MIA,NO,TEN,NYJ,SF,KC,CHI,SEA
1360,BLT,NYG,DAL,PHI,CIN,JAX,PIT,BUF,NE,NYJ,SEA,KC,MIA,NO,LAC,CLV,MIN,SF
1360,SEA,SF,CIN,LAC,TEN,MIA,BUF,DAL,CLV,NE,DET,JAX,NYJ,BLT,PIT,KC,PHI,NO
1359,BLT,NYG,DAL,LAC,KC,JAX,SEA,BUF,NE,CIN,SF,NO,PIT,MIA,TEN,CLV,PHI,NYJ
1359,BLT,BUF,CIN,LAC,MIA,JAX,PIT,DAL,NE,CHI,SEA,NO,KC,NYJ,CLV,PHI,NYG,SF
1356,SEA,NYG,JAX,PHI,CIN,MIA,PIT,BLT,NE,BUF,SF,DAL,KC,NYJ,CLV,CHI,MIN,NO
1356,BLT,SF,JAX,LAC,MIA,LAR,PIT,BUF,CLV,CIN,SEA,DAL,KC,NYJ,TEN,CHI,PHI,NO
1356,WAS,PHI,DET,JAX,CIN,BUF,SEA,LAC,CLV,PIT,MIA,KC,NYJ,BLT,SF,CHI,DAL,NO
1355,WAS,BUF,BLT,PHI,CIN,KC,CLV,LAC,NE,PIT,SEA,DAL,TEN,MIA,SF,NYJ,NYG,NO
1354,KC,DEN,DET,LAC,CIN,JAX,BLT,DAL,CLV,BUF,SEA,TEN,NYJ,MIA,PIT,PHI,NYG,SF
1354,SEA,BUF,JAX,PHI,DET,LAR,PIT,BLT,NE,DAL,MIA,KC,CLV,CIN,SF,NYJ,NYG,NO
1353,SEA,SF,JAX,LAC,PHI,LAR,PIT,BUF,BLT,NE,MIA,KC,CLV,CIN,TEN,NYJ,NYG,DAL
1347,SEA,NYG,KC,PHI,CIN,LAR,PIT,BLT,NE,BUF,DAL,TEN,CLV,MIA,SF,NYJ,JAX,NO
1347,BLT,SF,DAL,PIT,CIN,BUF,SEA,LAC,CLV,NYJ,JAX,MIN,KC,MIA,TEN,PHI,NYG,NO
1344,SEA,BUF,JAX,LAC,CIN,LAR,PIT,DAL,BLT,NE,SF,NO,CLV,MIA,TEN,KC,PHI,NYJ
1342,BLT,NYG,CIN,PHI,MIA,BUF,PIT,LAC,NE,NYJ,SEA,DAL,KC,NO,CLV,JAX,MIN,SF
1333,KC,NYG,DAL,SF,PHI,CIN,SEA,BUF,PIT,LAC,JAX,DET,MIA,BLT,TEN,CLV,NO,NYJ
1420,WAS,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,NE,MIA,KC,PIT,BLT,LAC,NYJ,PHI,NO
1420,WAS,NYG,DAL,LAC,CIN,JAX,SEA,BUF,CLV,NE,MIA,TEN,NYJ,BLT,PIT,KC,PHI,SF
1420,WAS,NYG,DAL,LAC,CIN,JAX,SEA,BUF,CLV,NE,MIA,NO,NYJ,BLT,PIT,KC,PHI,SF
1420,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,CLV,NE,MIA,DAL,PIT,NYJ,LAC,KC,PHI,NO
1419,WAS,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,TEN,NYJ,BLT,PIT,KC,PHI,NO
1418,WAS,NYG,BLT,LAC,CIN,JAX,SEA,BUF,CLV,NE,MIA,DAL,PIT,NYJ,TEN,KC,PHI,SF
1417,WAS,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,KC,PIT,BLT,TEN,NYJ,PHI,NO
1417,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,DAL,PIT,NYJ,TEN,KC,PHI,NO
1417,WAS,BUF,CIN,SF,PHI,JAX,SEA,BLT,CLV,NE,MIA,DAL,PIT,NYJ,LAC,KC,NYG,NO
1417,WAS,BUF,CIN,SF,PHI,JAX,SEA,LAC,CLV,NE,MIA,DAL,NYJ,BLT,PIT,KC,NYG,NO
1416,WAS,BUF,DAL,SF,CIN,JAX,SEA,LAC,CLV,NE,MIA,TEN,NYJ,BLT,PIT,KC,PHI,NO
1416,WAS,BUF,DAL,SF,CIN,JAX,SEA,BLT,CLV,NE,MIA,TEN,PIT,NYJ,LAC,KC,PHI,NO
1416,WAS,DEN,CIN,SF,PHI,JAX,SEA,BUF,CLV,LAC,MIA,DAL,NYJ,BLT,PIT,KC,NYG,NO
1415,WAS,NYG,DAL,SF,CIN,MIA,SEA,BUF,CLV,NE,LAC,JAX,NYJ,BLT,PIT,KC,PHI,NO
1415,WAS,BUF,CIN,LAC,PHI,JAX,SEA,BLT,CLV,NE,MIA,DAL,PIT,NYJ,TEN,KC,NYG,SF
1415,WAS,NYG,DAL,LAC,CIN,JAX,SEA,BUF,CLV,PIT,MIA,NO,NYJ,BLT,TEN,KC,PHI,SF
1415,WAS,NYG,JAX,LAC,CIN,MIA,SEA,BUF,CLV,NE,SF,DAL,NYJ,BLT,PIT,KC,PHI,NO
1414,WAS,BUF,CIN,SF,PHI,JAX,SEA,BLT,CLV,LAC,MIA,DAL,PIT,NYJ,TEN,KC,NYG,NO
1414,WAS,NYG,DAL,SF,CIN,JAX,SEA,BUF,NE,LAC,MIA,KC,PIT,BLT,CLV,NYJ,PHI,NO
1414,WAS,BUF,DAL,SF,CIN,JAX,SEA,LAC,CLV,NE,MIA,KC,PIT,BLT,TEN,NYJ,PHI,NO
1414,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,NE,LAC,MIA,DAL,PIT,NYJ,CLV,KC,PHI,NO
1414,WAS,BUF,DAL,LAC,CIN,JAX,SEA,BLT,CLV,NE,MIA,NO,PIT,NYJ,TEN,KC,PHI,SF
1414,WAS,BUF,CIN,LAC,PHI,JAX,SEA,BLT,CLV,NE,MIA,DAL,NYJ,NO,PIT,KC,NYG,SF
1414,BLT,NYG,DAL,LAC,CIN,JAX,SEA,BUF,CLV,NE,MIA,NO,PIT,NYJ,TEN,KC,PHI,SF
1414,WAS,BUF,BLT,SF,CIN,JAX,SEA,LAC,CLV,NE,MIA,DAL,PIT,NYJ,TEN,KC,PHI,NO
1413,WAS,BUF,CIN,LAC,PHI,JAX,SEA,DAL,CLV,NE,MIA,NO,NYJ,BLT,PIT,KC,NYG,SF
1413,WAS,BUF,DAL,SF,PHI,JAX,SEA,LAC,CLV,CIN,MIA,TEN,NYJ,BLT,PIT,KC,NYG,NO
1413,WAS,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,KC,NYJ,BLT,PIT,CHI,PHI,NO
1413,BLT,DEN,CIN,SF,PHI,JAX,SEA,BUF,CLV,NE,MIA,DAL,PIT,NYJ,LAC,KC,NYG,NO
1412,WAS,NYG,DAL,SF,DET,JAX,SEA,BUF,CLV,CIN,MIA,KC,PIT,BLT,LAC,NYJ,PHI,NO
1412,BLT,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,MIN,PIT,NYJ,TEN,KC,PHI,NO
1412,WAS,BUF,CIN,SF,PHI,JAX,SEA,DAL,CLV,LAC,MIA,TEN,NYJ,BLT,PIT,KC,NYG,NO
1412,WAS,NYG,DAL,LAC,CIN,JAX,SEA,BUF,NE,PIT,MIA,NO,NYJ,BLT,CLV,KC,PHI,SF
1412,WAS,BUF,DAL,PHI,CIN,JAX,SEA,BLT,CLV,NE,MIA,TEN,PIT,NYJ,LAC,KC,NYG,SF
1412,WAS,BUF,CIN,SF,PHI,JAX,SEA,LAC,CLV,PIT,MIA,DAL,NYJ,BLT,TEN,KC,NYG,NO
1412,WAS,NYG,DAL,SF,CIN,BUF,SEA,LAC,CLV,NE,MIA,JAX,NYJ,BLT,PIT,KC,PHI,NO
1412,WAS,NYG,DAL,LAC,DET,JAX,SEA,BUF,CLV,CIN,MIA,NO,NYJ,BLT,PIT,KC,PHI,SF
1412,WAS,NYG,BLT,SF,DET,JAX,SEA,BUF,CLV,CIN,MIA,DAL,PIT,NYJ,LAC,KC,PHI,NO
1412,WAS,BUF,DAL,LAC,PHI,JAX,SEA,BLT,CLV,NE,MIA,NO,NYJ,CIN,PIT,KC,NYG,SF
1412,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,CLV,NE,MIA,DAL,NYJ,LAC,PIT,KC,PHI,NO
1412,WAS,BUF,DAL,SF,CIN,JAX,SEA,BLT,CLV,LAC,MIA,DET,PIT,NYJ,TEN,KC,PHI,NO
1412,WAS,BUF,DAL,PHI,CIN,JAX,SEA,BLT,CLV,NE,MIA,NO,PIT,NYJ,LAC,KC,NYG,SF
1412,WAS,NYG,DAL,LAC,CIN,JAX,SEA,BUF,NE,PIT,MIA,TEN,NYJ,BLT,CLV,KC,PHI,SF
1412,WAS,NYG,BLT,LAC,CIN,JAX,SEA,BUF,CLV,PIT,MIA,DAL,NYJ,NO,TEN,KC,PHI,SF
1412,BLT,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,DET,PIT,NYJ,TEN,KC,PHI,NO
1412,WAS,BUF,DAL,SF,CIN,JAX,SEA,BLT,CLV,LAC,MIA,MIN,PIT,NYJ,TEN,KC,PHI,NO
1411,WAS,NYG,DAL,SF,CIN,LAR,SEA,BUF,CLV,LAC,MIA,JAX,NYJ,BLT,PIT,KC,PHI,NO
1411,WAS,BUF,CIN,SF,PHI,JAX,SEA,BLT,NE,LAC,MIA,DAL,PIT,NYJ,CLV,KC,NYG,NO
1411,WAS,NYG,BLT,LAC,CIN,MIA,SEA,BUF,CLV,NE,SF,DAL,PIT,NYJ,TEN,KC,PHI,NO
1411,WAS,DEN,DAL,PHI,CIN,JAX,SEA,BUF,CLV,LAC,MIA,NO,NYJ,BLT,PIT,KC,NYG,SF
1411,BLT,DEN,CIN,LAC,PHI,JAX,SEA,BUF,CLV,NE,MIA,DAL,PIT,NYJ,TEN,KC,NYG,SF
1411,WAS,BUF,DAL,SF,PHI,JAX,SEA,LAC,CLV,CIN,MIA,KC,PIT,BLT,TEN,NYJ,NYG,NO
1411,WAS,BUF,DAL,SF,PHI,JAX,SEA,BLT,CLV,LAC,MIA,TEN,NYJ,CIN,PIT,KC,NYG,NO
1411,WAS,DEN,DAL,LAC,PHI,JAX,SEA,BUF,CLV,CIN,MIA,KC,PIT,BLT,TEN,NYJ,NYG,SF
1411,WAS,BUF,DAL,LAC,PHI,JAX,SEA,BLT,CLV,CIN,MIA,NO,PIT,NYJ,TEN,KC,NYG,SF
1411,WAS,NYG,DAL,SF,CIN,JAX,SEA,BLT,CLV,BUF,MIA,TEN,PIT,NYJ,LAC,KC,PHI,NO
1411,WAS,NYG,BLT,LAC,CIN,JAX,SEA,BUF,CLV,NE,SF,DAL,NYJ,MIA,PIT,KC,PHI,NO
1411,WAS,NYG,JAX,SF,CIN,LAR,SEA,BUF,CLV,LAC,MIA,DAL,NYJ,BLT,PIT,KC,PHI,NO
1411,WAS,BUF,BLT,SF,PHI,JAX,SEA,LAC,CLV,CIN,MIA,DAL,PIT,NYJ,TEN,KC,NYG,NO
1411,BLT,BUF,CIN,SF,PHI,JAX,SEA,LAC,CLV,NE,MIA,DAL,PIT,NYJ,TEN,KC,NYG,NO
1410,WAS,BUF,DAL,SF,CIN,JAX,SEA,BLT,NE,LAC,MIA,TEN,PIT,NYJ,CLV,KC,PHI,NO
1410,BLT,NYG,DAL,SF,CIN,JAX,SEA,BUF,NE,LAC,MIA,TEN,PIT,NYJ,CLV,KC,PHI,NO
