Score,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1397,BLT,BUF,DAL,PHI,CIN,JAX,SEA,LAC,NE,PIT,MIA,NO,CLV,NYJ,TEN,KC,NYG,SF
1397,WAS,NYG,CIN,LAC,MIA,JAX,SEA,BUF,CLV,PIT,DAL,NO,NYJ,BLT,TEN,KC,PHI,SF
1397,WAS,NYG,BLT,SF,CIN,JAX,PIT,BUF,CLV,LAC,SEA,DAL,NYJ,MIA,TEN,KC,PHI,NO
1397,BLT,NYG,DAL,SF,CIN,BUF,SEA,LAC,NE,PIT,MIA,JAX,CLV,NYJ,TEN,KC,PHI,NO
1397,BLT,BUF,CIN,LAC,PHI,MIA,SEA,DAL,CLV,NE,DET,JAX,PIT,NYJ,TEN,KC,NYG,SF
1397,BLT,BUF,DET,LAC,CIN,JAX,SEA,DAL,CLV,NE,MIA,KC,NYJ,NO,PIT,PHI,NYG,SF
1397,BLT,BUF,JAX,SF,PHI,MIA,SEA,DAL,CLV,CIN,LAC,DET,PIT,NYJ,TEN,KC,NYG,NO
1397,BLT,NYG,DAL,LAC,CIN,JAX,SEA,BUF,CLV,PIT,DET,NO,NYJ,MIA,TEN,KC,PHI,SF
1397,WAS,NYG,JAX,LAC,CIN,MIA,SEA,DAL,CLV,BUF,DET,NO,NYJ,BLT,PIT,KC,PHI,SF
1397,WAS,BUF,BLT,PHI,DET,JAX,SEA,LAC,CLV,CIN,MIA,DAL,PIT,NYJ,SF,KC,NYG,NO
1397,SEA,NYG,DAL,SF,CIN,MIA,PIT,BUF,CLV,LAC,DET,JAX,NYJ,BLT,TEN,KC,PHI,NO
1397,BLT,BUF,CIN,PIT,PHI,JAX,SEA,LAC,CLV,NE,MIA,DAL,NYJ,NO,TEN,KC,NYG,SF
1397,WAS,BUF,JAX,PHI,CIN,MIA,SEA,DAL,NE,LAC,SF,KC,PIT,BLT,CLV,NYJ,NYG,NO
1397,WAS,NYG,DAL,PHI,CIN,JAX,SEA,BLT,CLV,BUF,MIA,NO,PIT,NYJ,LAC,KC,MIN,SF
1397,WAS,DEN,KC,PHI,CIN,JAX,SEA,DAL,CLV,BUF,MIA,NO,PIT,BLT,LAC,NYJ,NYG,SF
1397,WAS,NYG,DAL,SF,CIN,JAX,PIT,BUF,CLV,LAC,MIA,NO,NYJ,BLT,TEN,KC,PHI,SEA
1397,WAS,BUF,DAL,PHI,MIA,JAX,SEA,BLT,CLV,CIN,LAC,NO,PIT,NYJ,TEN,KC,NYG,SF
1397,KC,NYG,DAL,SF,CIN,JAX,SEA,BLT,CLV,BUF,MIA,TEN,PIT,NYJ,LAC,CHI,PHI,NO
1397,WAS,BUF,CLV,PHI,CIN,JAX,SEA,LAC,NE,PIT,MIA,DAL,NYJ,BLT,TEN,KC,NYG,SF
1397,BLT,DEN,DAL,LAC,PHI,JAX,SEA,BUF,NE,PIT,MIA,KC,CLV,CIN,TEN,NYJ,NYG,SF
1397,WAS,BUF,DET,LAC,MIA,JAX,SEA,DAL,CLV,CIN,SF,TEN,NYJ,BLT,PIT,KC,PHI,NO
1397,WAS,BUF,DAL,PHI,CIN,JAX,SEA,BLT,NE,LAC,SF,KC,PIT,MIA,CLV,NYJ,NYG,NO
1397,BLT,DEN,DAL,SF,PHI,MIA,SEA,BUF,CLV,LAC,DET,JAX,NYJ,CIN,PIT,KC,NYG,NO
1397,WAS,BUF,DET,LAC,PHI,JAX,SEA,BLT,CLV,DAL,MIA,NO,NYJ,CIN,PIT,KC,NYG,SF
1397,WAS,BUF,CLV,PHI,CIN,JAX,SEA,DAL,NE,LAC,MIA,TEN,NYJ,BLT,PIT,KC,NYG,SF
1397,BLT,NYG,CIN,SF,PHI,MIA,SEA,BUF,NE,LAC,DET,DAL,PIT,NYJ,CLV,KC,JAX,NO
1397,KC,NYG,CIN,SF,PHI,JAX,SEA,BUF,NE,LAC,MIA,DAL,PIT,BLT,CLV,NYJ,MIN,NO
1397,WAS,BUF,KC,SF,CIN,JAX,SEA,DAL,CLV,LAC,MIA,NO,PIT,BLT,TEN,NYJ,PHI,DEN
1397,WAS,NYG,DAL,SF,DET,JAX,SEA,BLT,CLV,BUF,MIA,TEN,NYJ,CIN,PIT,KC,PHI,NO
1397,WAS,NYG,DAL,LAC,CIN,BUF,SEA,BLT,CLV,NE,JAX,KC,PIT,MIA,TEN,NYJ,PHI,SF
1397,BLT,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,PIT,MIA,KC,NYJ,LAC,TEN,CHI,PHI,NO
1397,WAS,NYG,CIN,SF,MIA,JAX,SEA,BLT,NE,BUF,LAC,DAL,PIT,NYJ,CLV,KC,PHI,NO
1397,SEA,DEN,BLT,SF,PHI,JAX,PIT,BUF,NE,CIN,MIA,DAL,CLV,NYJ,LAC,KC,NYG,NO
1397,BLT,BUF,DAL,SF,PHI,JAX,SEA,LAC,NE,PIT,MIA,KC,CLV,CIN,TEN,NYJ,NYG,NO
1397,WAS,NYG,CIN,SF,MIA,JAX,PIT,BUF,CLV,LAC,SEA,DAL,NYJ,BLT,TEN,KC,PHI,NO
1397,BLT,BUF,DET,LAC,CIN,JAX,SEA,DAL,CLV,PIT,MIA,MIN,NYJ,NO,TEN,KC,PHI,SF
1397,SEA,NYG,DAL,SF,DET,JAX,PIT,BUF,CLV,CIN,MIA,KC,TEN,BLT,LAC,NYJ,PHI,NO
1397,KC,DEN,DAL,PHI,CIN,JAX,SEA,BUF,CLV,LAC,MIA,NO,NYJ,BLT,PIT,CHI,NYG,SF
1397,BLT,BUF,JAX,SF,PHI,MIA,SEA,DAL,CLV,CIN,LAC,MIN,PIT,NYJ,TEN,KC,NYG,NO
1396,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,NE,LAC,DAL,KC,PIT,MIA,CLV,NYJ,PHI,NO
1396,BLT,BUF,DET,SF,CIN,JAX,SEA,DAL,CLV,NE,MIA,KC,PIT,LAC,TEN,NYJ,PHI,NO
1396,WAS,BUF,DAL,SF,DET,MIA,SEA,LAC,CLV,CIN,DEN,JAX,NYJ,BLT,PIT,KC,PHI,NO
1396,BLT,NYG,DAL,LAC,CIN,JAX,SEA,BUF,NE,PIT,SF,KC,CLV,MIA,TEN,NYJ,PHI,NO
1396,BLT,BUF,KC,SF,PHI,JAX,SEA,DAL,NE,LAC,MIA,TEN,PIT,CIN,CLV,NYJ,NYG,NO
1396,WAS,DEN,CIN,SF,PHI,KC,SEA,BUF,NE,LAC,MIA,DAL,PIT,BLT,CLV,NYJ,NYG,NO
1396,BLT,BUF,DET,PHI,CIN,JAX,SEA,DAL,NE,LAC,MIA,NO,PIT,NYJ,CLV,KC,NYG,SF
1396,KC,NYG,DAL,PHI,CIN,JAX,SEA,BUF,CLV,LAC,MIA,TEN,NYJ,BLT,PIT,NO,CHI,SF
1396,SEA,NYG,DAL,SF,DET,JAX,PIT,BUF,CLV,CIN,MIA,KC,NYJ,BLT,LAC,CHI,PHI,NO
1396,WAS,NYG,CIN,LAC,PHI,MIA,SEA,BLT,CLV,BUF,DET,DAL,PIT,NYJ,TEN,KC,JAX,SF
1396,BLT,NYG,CLV,SF,DET,JAX,SEA,BUF,NE,LAC,MIA,DAL,NYJ,CIN,PIT,KC,PHI,NO
1396,BLT,NYG,DAL,SF,CIN,JAX,SEA,BUF,NE,LAC,DET,KC,PIT,MIA,CLV,NYJ,PHI,NO
1396,WAS,NYG,DAL,SF,CIN,BUF,SEA,BLT,CLV,LAC,JAX,KC,PIT,MIA,TEN,NYJ,PHI,NO
1396,BLT,SF,DAL,LAC,PHI,JAX,SEA,BUF,CLV,NE,MIA,KC,NYJ,CIN,PIT,CHI,NYG,NO
1396,WAS,BUF,DAL,SF,CIN,JAX,PIT,BLT,CLV,NE,SEA,TEN,NYJ,MIA,LAC,KC,PHI,NO
1396,BLT,BUF,DET,SF,PHI,JAX,SEA,DAL,NE,LAC,MIA,KC,PIT,CIN,CLV,NYJ,NYG,NO
1396,BLT,BUF,KC,SF,PHI,JAX,SEA,DAL,CLV,LAC,MIA,TEN,PIT,CIN,GB,NYJ,NYG,NO
1396,BLT,NYG,DAL,SF,PHI,JAX,SEA,BUF,NE,LAC,MIA,KC,PIT,CIN,CLV,NYJ,MIN,NO
1396,WAS,NYG,BLT,LAC,PHI,LAR,SEA,BUF,CLV,CIN,SF,DAL,NYJ,MIA,PIT,KC,JAX,NO
1396,WAS,DEN,DAL,PHI,CIN,BUF,SEA,LAC,NE,PIT,MIA,JAX,NYJ,BLT,CLV,KC,NYG,SF
1396,KC,BUF,DAL,LAC,PHI,JAX,SEA,BLT,CLV,CIN,MIA,TEN,NYJ,NO,PIT,CHI,NYG,SF
1396,BLT,NYG,DAL,SF,PHI,JAX,SEA,BUF,NE,LAC,MIA,KC,PIT,CIN,CLV,NYJ,CHI,NO
1396,BLT,BUF,DAL,SF,CIN,JAX,SEA,LAC,NE,PIT,MIA,TEN,DEN,NYJ,CLV,KC,PHI,NO
1396,WAS,NYG,DAL,LAC,CIN,JAX,SEA,BUF,CLV,NYJ,DET,TEN,MIA,BLT,PIT,KC,PHI,SF
1396,KC,BUF,DAL,SF,CIN,JAX,SEA,BLT,NE,LAC,MIA,TEN,PIT,NYJ,CLV,CHI,PHI,NO
1396,KC,DEN,CIN,SF,PHI,JAX,SEA,DAL,CLV,BUF,MIA,TEN,PIT,BLT,LAC,NYJ,NYG,NO
1396,KC,DEN,DAL,PHI,DET,JAX,SEA,BUF,CLV,CIN,MIA,NO,PIT,BLT,LAC,NYJ,NYG,SF
1396,WAS,NYG,DAL,SF,DET,BUF,SEA,LAC,NE,CIN,MIA,KC,CLV,BLT,PIT,NYJ,PHI,NO
1396,WAS,BUF,DAL,SF,CIN,JAX,SEA,BLT,CLV,LAC,MIA,KC,NYJ,NO,PIT,PHI,NYG,DEN
1396,BLT,BUF,DAL,SF,PHI,LAR,SEA,LAC,NE,CIN,MIA,JAX,PIT,NYJ,CLV,KC,NYG,NO
1396,WAS,BUF,DAL,PHI,CIN,MIA,SEA,BLT,NE,LAC,DET,JAX,PIT,NYJ,CLV,KC,NYG,SF
1396,WAS,NYG,DAL,SF,MIA,JAX,PIT,BUF,CLV,CIN,SEA,TEN,NYJ,BLT,LAC,KC,PHI,NO
1396,WAS,BUF,JAX,LAC,CIN,MIA,SEA,DAL,CLV,PIT,SF,KC,NYJ,BLT,TEN,PHI,NYG,NO
1396,SEA,DEN,DAL,PHI,CIN,JAX,PIT,BUF,NE,LAC,MIA,TEN,NYJ,BLT,CLV,KC,NYG,SF
1396,BLT,DEN,DAL,PHI,DET,JAX,SEA,BUF,CLV,LAC,MIA,KC,PIT,CIN,TEN,NYJ,NYG,SF
1396,WAS,BUF,DAL,LAC,CIN,JAX,DEN,BLT,CLV,SEA,MIA,NO,PIT,NYJ,TEN,KC,PHI,SF
1396,SEA,NYG,DAL,SF,CIN,JAX,PIT,BUF,NE,NYJ,MIA,TEN,CLV,BLT,LAC,KC,PHI,NO
1396,KC,BUF,CIN,SF,PHI,JAX,SEA,LAC,NE,CHI,MIA,DAL,PIT,BLT,CLV,NYJ,NYG,NO
1396,WAS,DEN,DAL,PHI,DET,BUF,SEA,LAC,CLV,CIN,MIA,JAX,NYJ,BLT,PIT,KC,NYG,SF
1396,BLT,BUF,CIN,SF,PHI,MIA,SEA,DAL,CLV,LAC,DET,JAX,PIT,NYJ,TEN,KC,NYG,NO
1396,KC,BUF,DAL,SF,CIN,JAX,SEA,BLT,CLV,LAC,MIA,TEN,PIT,NYJ,GB,CHI,PHI,NO
1396,BLT,BUF,CIN,SF,PHI,JAX,SEA,DAL,CLV,LAC,MIA,NO,PIT,NYJ,TEN,KC,NYG,DEN
1396,WAS,BUF,BLT,PHI,CIN,JAX,SEA,LAC,CLV,PIT,MIA,DAL,KC,NYJ,TEN,NO,NYG,SF
1396,WAS,NYG,DAL,LAC,CIN,MIA,SEA,BLT,NE,BUF,DET,JAX,PIT,NYJ,CLV,KC,PHI,SF
1396,SEA,BUF,DAL,SF,PHI,JAX,PIT,BLT,NE,LAC,MIA,TEN,NYJ,CIN,CLV,KC,NYG,NO
1396,WAS,BUF,DAL,PHI,CIN,MIA,SEA,BLT,NE,PIT,LAC,JAX,CLV,NYJ,TEN,KC,NYG,SF
1396,BLT,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,KC,NYJ,NO,PIT,CHI,PHI,DEN
1396,WAS,BUF,PHI,SF,MIA,JAX,SEA,DAL,CLV,CIN,LAC,TEN,NYJ,BLT,PIT,KC,NYG,NO
1396,WAS,BUF,DAL,SF,CIN,MIA,SEA,TEN,CLV,LAC,DET,JAX,NYJ,BLT,PIT,KC,PHI,NO
1396,WAS,NYG,DAL,PHI,CIN,MIA,SEA,BUF,NE,PIT,LAC,KC,CLV,BLT,TEN,NYJ,JAX,SF
1396,WAS,NYG,BLT,PHI,CIN,MIA,SEA,BUF,CLV,NE,LAC,DAL,KC,NYJ,PIT,NO,JAX,SF
1396,SEA,BUF,CIN,LAC,PHI,MIA,PIT,DAL,CLV,NE,SF,JAX,NYJ,BLT,TEN,KC,NYG,NO
1396,WAS,BUF,JAX,LAC,CIN,MIA,SEA,DAL,NE,PIT,SF,KC,CLV,BLT,TEN,NYJ,PHI,NO
1396,WAS,BUF,DAL,LAC,PHI,JAX,SEA,BLT,CLV,NE,SF,KC,PIT,MIA,CIN,NYJ,NYG,NO
1395,WAS,NYG,DAL,SF,DET,BUF,SEA,BLT,NE,LAC,MIA,KC,PIT,CIN,CLV,NYJ,PHI,NO
1395,WAS,SF,BLT,LAC,CIN,JAX,SEA,BUF,CLV,PIT,MIA,DAL,NYJ,NYG,TEN,KC,PHI,NO
1395,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,CLV,LAC,DAL,KC,NYJ,MIA,PIT,CHI,PHI,NO
1395,WAS,NYG,DAL,LAC,CIN,BUF,SEA,BLT,NE,PIT,SF,JAX,NYJ,MIA,CLV,KC,PHI,NO
1395,WAS,BUF,CLV,SF,CIN,JAX,SEA,BLT,NE,LAC,MIA,DAL,NYJ,NYG,PIT,KC,PHI,NO
1395,WAS,BUF,CIN,LAC,PHI,MIA,SEA,DAL,NE,PIT,SF,KC,CLV,BLT,TEN,NYJ,NYG,NO
1395,BLT,BUF,CIN,SF,PHI,JAX,SEA,DAL,CLV,LAC,MIA,TEN,NYJ,NO,PIT,KC,NYG,DEN
1395,WAS,BUF,CIN,LAC,PHI,MIA,PIT,DAL,CLV,NE,SEA,JAX,NYJ,BLT,TEN,KC,NYG,SF
1395,WAS,NYG,DAL,SF,MIA,LAR,SEA,BUF,CLV,CIN,JAX,KC,PIT,BLT,LAC,NYJ,PHI,NO
1395,BLT,BUF,DET,LAC,CIN,JAX,SEA,DAL,CLV,PIT,MIA,TEN,NYJ,NO,GB,KC,PHI,SF
1395,BLT,BUF,DAL,SF,CIN,JAX,SEA,LAC,NE,PIT,MIA,KC,CLV,NYJ,TEN,CHI,PHI,NO
1395,BLT,NYG,DET,SF,CIN,JAX,SEA,BUF,NE,LAC,MIA,TEN,PIT,NYJ,CLV,KC,PHI,DAL
1395,BLT,NYG,DAL,SF,CIN,LAR,SEA,BUF,CLV,PIT,MIA,JAX,NYJ,LAC,TEN,KC,PHI,NO
1395,SEA,BUF,DAL,LAC,PHI,MIA,PIT,BLT,CLV,NE,SF,JAX,NYJ,CIN,TEN,KC,NYG,NO
1395,WAS,BUF,DAL,SF,CIN,JAX,SEA,BLT,CLV,LAC,DET,KC,NYJ,MIA,PIT,PHI,NYG,NO
1395,WAS,NYG,CIN,SF,PHI,JAX,SEA,BLT,CLV,LAC,DET,DAL,NYJ,MIA,PIT,KC,BUF,NO
1395,BLT,BUF,DAL,PHI,DET,JAX,SEA,LAC,NE,CIN,MIA,NO,PIT,NYJ,CLV,KC,NYG,SF
1395,SEA,BUF,DAL,SF,PHI,JAX,PIT,LAC,NE,CIN,MIA,KC,CLV,BLT,TEN,NYJ,NYG,NO
1395,WAS,BUF,JAX,LAC,CIN,MIA,SEA,BLT,NE,PIT,DET,DAL,NYJ,NO,CLV,KC,PHI,SF
1395,WAS,BUF,JAX,SF,CIN,MIA,SEA,DAL,CLV,LAC,DET,KC,NYJ,BLT,PIT,CHI,PHI,NO
1395,WAS,BUF,CLV,SF,CIN,JAX,SEA,DAL,NE,LAC,MIA,KC,NYJ,BLT,PIT,CHI,PHI,NO
1395,WAS,NYG,BLT,PHI,CIN,MIA,SEA,BUF,CLV,LAC,DAL,NO,PIT,NYJ,TEN,KC,JAX,SF
1395,SEA,NYG,DAL,SF,CIN,BUF,PIT,BLT,GB,NE,MIA,JAX,CLV,NYJ,LAC,KC,PHI,NO
1395,BLT,DEN,DAL,SF,PHI,JAX,SEA,BUF,CLV,LAC,MIA,NO,NYJ,CIN,PIT,KC,NYG,CAR
1395,WAS,BUF,CLV,LAC,CIN,JAX,SEA,BLT,NE,CHI,MIA,DAL,NYJ,NO,PIT,KC,PHI,SF
1395,WAS,BUF,DAL,LAC,CIN,JAX,SEA,BLT,CLV,PIT,MIA,NO,KC,NYJ,TEN,PHI,NYG,SF
1395,SEA,BUF,DAL,LAC,PHI,JAX,PIT,BLT,NE,CIN,MIA,TEN,NYJ,NO,CLV,KC,NYG,SF
1395,BLT,BUF,CLV,SF,PHI,JAX,SEA,DAL,NE,CIN,MIA,TEN,PIT,NYJ,LAC,KC,NYG,NO
1395,KC,BUF,DAL,PHI,CIN,JAX,SEA,BLT,CLV,LAC,MIA,NO,PIT,NYJ,TEN,CHI,NYG,SF
1395,BLT,BUF,KC,PHI,CIN,JAX,SEA,DAL,CLV,LAC,MIA,TEN,PIT,NYJ,GB,NO,NYG,SF
1395,WAS,DEN,DAL,PHI,CIN,LAR,SEA,BLT,CLV,BUF,MIA,JAX,PIT,NYJ,LAC,KC,NYG,SF
1395,KC,NYG,DAL,SF,CIN,JAX,SEA,BUF,CLV,LAC,MIA,NO,NYJ,BLT,PIT,CHI,PHI,DEN
1395,BLT,NYG,DAL,SF,PHI,MIA,SEA,BUF,CLV,LAC,DET,KC,PIT,CIN,TEN,NYJ,JAX,NO
1395,WAS,BUF,DAL,SF,CIN,MIA,SEA,BLT,CLV,LAC,DET,JAX,NYJ,NYG,PIT,KC,PHI,NO
1395,KC,DEN,JAX,SF,PHI,MIA,SEA,BUF,CLV,CIN,DET,DAL,PIT,BLT,LAC,NYJ,NYG,NO
1395,WAS,NYG,JAX,LAC,CIN,MIA,SEA,DAL,CLV,BUF,DET,KC,PIT,BLT,TEN,NYJ,PHI,SF
1395,WAS,DEN,CIN,SF,PHI,BUF,SEA,BLT,CLV,LAC,JAX,DAL,NYJ,MIA,PIT,KC,NYG,NO
1395,BLT,NYG,KC,SF,CIN,JAX,SEA,DAL,CLV,BUF,MIA,TEN,PIT,NYJ,LAC,CHI,PHI,NO
1395,BLT,NYG,JAX,LAC,CIN,MIA,SEA,BUF,NE,PIT,DET,DAL,NYJ,NO,CLV,KC,PHI,SF
1395,WAS,BUF,CIN,SF,PHI,JAX,SEA,BLT,CLV,LAC,MIA,DAL,KC,NYJ,PIT,NO,NYG,DEN
1395,SEA,BUF,DAL,PHI,CIN,MIA,PIT,LAC,CLV,NE,SF,JAX,NYJ,BLT,TEN,KC,NYG,NO
1395,WAS,DEN,BLT,LAC,PHI,JAX,SEA,BUF,CLV,CIN,DAL,NO,NYJ,MIA,PIT,KC,NYG,SF
1395,WAS,BUF,DAL,PHI,CIN,JAX,SEA,BLT,CLV,LAC,DET,KC,PIT,MIA,TEN,NYJ,NYG,SF
1395,BLT,BUF,JAX,SF,PHI,LAR,SEA,DAL,CLV,LAC,MIA,TEN,NYJ,CIN,PIT,KC,NYG,NO
1395,KC,BUF,CIN,LAC,PHI,JAX,SEA,BLT,NE,CHI,MIA,DAL,PIT,NYJ,CLV,NO,NYG,SF
1395,BLT,SF,DAL,LAC,PHI,JAX,SEA,BUF,CLV,CIN,MIA,KC,PIT,NYJ,TEN,CHI,NYG,NO
1395,WAS,NYG,BLT,SF,CIN,JAX,SEA,BUF,NE,LAC,MIA,KC,PIT,NYJ,TEN,CLV,PHI,DAL
1395,WAS,BUF,DAL,PHI,DET,JAX,SEA,BLT,CLV,CIN,SF,KC,PIT,MIA,LAC,NYJ,NYG,NO
1395,BLT,BUF,CIN,LAC,PHI,JAX,SEA,DAL,NE,PIT,MIA,TEN,CLV,NYJ,GB,KC,NYG,SF
1395,WAS,BUF,CIN,SF,PHI,MIA,SEA,DAL,NE,PIT,LAC,KC,CLV,BLT,TEN,NYJ,NYG,NO
1395,KC,NYG,CIN,SF,PHI,LAR,SEA,BUF,NE,LAC,MIA,DAL,PIT,BLT,CLV,NYJ,JAX,NO
1395,KC,BUF,DAL,PHI,CIN,JAX,SEA,BLT,CLV,NE,SF,TEN,PIT,MIA,LAC,NYJ,NYG,NO
1395,BLT,BUF,DET,SF,PHI,JAX,SEA,DAL,CLV,LAC,MIA,KC,NYJ,CIN,PIT,CHI,NYG,NO
1395,WAS,DEN,CIN,SF,PHI,MIA,SEA,BUF,NE,LAC,DAL,KC,PIT,BLT,CLV,NYJ,NYG,NO
1395,KC,BUF,CIN,SF,PHI,JAX,SEA,BLT,CLV,LAC,MIA,DAL,PIT,NYJ,TEN,NO,NYG,DEN
1395,WAS,NYG,CIN,LAC,PHI,MIA,SEA,BUF,NE,PIT,DAL,NO,NYJ,BLT,CLV,KC,JAX,SF
1395,WAS,DEN,DAL,PHI,CIN,MIA,SEA,BLT,CLV,BUF,LAC,JAX,NYJ,NO,PIT,KC,NYG,SF
1395,WAS,BUF,DAL,SF,PHI,MIA,SEA,BLT,NE,CIN,LAC,KC,PIT,NYJ,TEN,CLV,NYG,NO
1395,BLT,BUF,CIN,SF,PHI,JAX,SEA,DAL,CLV,PIT,MIA,DET,NYJ,LAC,TEN,KC,NYG,NO
1395,BLT,BUF,DAL,PHI,CIN,MIA,SEA,LAC,CLV,NE,DET,JAX,NYJ,NO,PIT,KC,NYG,SF
1395,WAS,NYG,CLV,LAC,DET,MIA,SEA,BUF,NE,CIN,SF,DAL,NYJ,BLT,PIT,KC,PHI,NO
1394,WAS,BUF,JAX,SF,PHI,MIA,SEA,DAL,CLV,CIN,LAC,NO,NYJ,BLT,PIT,KC,NYG,DEN
1394,SEA,DEN,DAL,PHI,DET,JAX,PIT,BUF,CLV,CIN,MIA,TEN,NYJ,BLT,LAC,KC,NYG,SF
1394,BLT,BUF,CIN,SF,PHI,JAX,SEA,LAC,CLV,PIT,DET,DAL,NYJ,MIA,TEN,KC,NYG,NO
1394,WAS,NYG,BLT,PHI,CIN,LAR,SEA,BUF,CLV,LAC,SF,DAL,NYJ,MIA,PIT,KC,JAX,NO
1394,BLT,NYG,DAL,SF,DET,MIA,SEA,BUF,CLV,LAC,DEN,JAX,NYJ,CIN,PIT,KC,PHI,NO
1394,WAS,BUF,DAL,SF,DET,MIA,SEA,BLT,CLV,LAC,DEN,JAX,NYJ,CIN,PIT,KC,PHI,NO
1394,SEA,BUF,CIN,SF,PHI,JAX,PIT,DAL,NE,LAC,MIA,KC,CLV,BLT,TEN,NYJ,NYG,NO
1394,WAS,SF,DAL,LAC,PHI,BUF,SEA,BLT,NE,CIN,MIA,JAX,PIT,NYJ,CLV,KC,NYG,NO
1394,WAS,NYG,BLT,SF,CIN,JAX,PIT,BUF,NE,LAC,SEA,DAL,NYJ,MIA,CLV,KC,PHI,NO
1394,WAS,BUF,DAL,LAC,CIN,LAR,SEA,BLT,CLV,PIT,SF,JAX,NYJ,MIA,TEN,KC,PHI,NO
1394,BLT,BUF,JAX,PHI,CIN,MIA,SEA,DAL,CLV,NE,DET,NO,PIT,NYJ,LAC,KC,NYG,SF
1394,BLT,SF,CIN,LAC,PHI,JAX,SEA,BUF,CLV,PIT,MIA,DAL,TEN,NYJ,GB,KC,NYG,NO
1394,WAS,NYG,JAX,LAC,CIN,LAR,SEA,DAL,NE,BUF,MIA,KC,PIT,BLT,CLV,NYJ,PHI,SF
1394,WAS,NYG,DAL,SF,MIA,BUF,SEA,BLT,NE,CIN,LAC,JAX,PIT,NYJ,CLV,KC,PHI,NO
1394,BLT,NYG,DAL,LAC,PHI,MIA,SEA,BUF,CLV,CIN,DET,TEN,PIT,NYJ,GB,KC,JAX,SF
1394,BLT,NYG,DAL,SF,CIN,LAR,SEA,BUF,CLV,LAC,JAX,TEN,NYJ,MIA,PIT,KC,PHI,NO
1394,WAS,BUF,DAL,SF,PHI,JAX,SEA,BLT,CLV,CIN,DET,TEN,NYJ,MIA,LAC,KC,NYG,NO
1394,BLT,NYG,KC,SF,CIN,JAX,SEA,BUF,NE,LAC,MIA,TEN,PIT,NYJ,CLV,NO,PHI,DAL
1394,SEA,NYG,DAL,LAC,CIN,JAX,PIT,BUF,NE,NYJ,MIA,NO,CLV,BLT,TEN,KC,PHI,SF
1394,WAS,DEN,JAX,PHI,CIN,MIA,SEA,DAL,CLV,BUF,LAC,NO,NYJ,BLT,PIT,KC,NYG,SF
1394,WAS,BUF,DAL,PHI,CIN,MIA,SEA,BLT,CLV,PIT,LAC,JAX,TEN,NYJ,GB,KC,NYG,SF
1394,WAS,BUF,DAL,PHI,CIN,MIA,PIT,LAC,CLV,NE,SEA,JAX,NYJ,BLT,TEN,KC,NYG,SF
1394,KC,DEN,CIN,LAC,PHI,JAX,SEA,BLT,NE,BUF,MIA,DAL,PIT,NYJ,CLV,NO,NYG,SF
1394,WAS,NYG,DAL,SF,CIN,JAX,PIT,BUF,NE,LAC,MIA,NO,NYJ,BLT,CLV,KC,PHI,SEA
1394,SEA,NYG,JAX,SF,DET,LAR,PIT,BUF,CLV,CIN,MIA,DAL,NYJ,BLT,LAC,KC,PHI,NO
1394,WAS,NYG,DAL,LAC,CIN,BUF,SEA,BLT,CLV,PIT,JAX,NO,NYJ,MIA,TEN,KC,PHI,SF
1394,WAS,NYG,CIN,LAC,PHI,MIA,SEA,DAL,CLV,BUF,DET,TEN,NYJ,BLT,PIT,KC,JAX,SF
1394,WAS,BUF,CLV,PHI,CIN,JAX,SEA,LAC,NE,CHI,MIA,DAL,NYJ,BLT,PIT,KC,NYG,SF
1394,WAS,NYG,DAL,LAC,CIN,LAR,SEA,BLT,CLV,BUF,SF,JAX,NYJ,MIA,PIT,KC,PHI,NO
1394,SEA,BUF,CIN,SF,PHI,JAX,PIT,DAL,CLV,LAC,MIA,KC,NYJ,BLT,TEN,CHI,NYG,NO
1394,BLT,NYG,DAL,SF,DET,MIA,SEA,BUF,NE,PIT,LAC,JAX,NYJ,CIN,CLV,KC,PHI,NO
1394,WAS,BUF,DAL,PHI,CIN,LAR,SEA,BLT,CLV,LAC,SF,JAX,NYJ,MIA,PIT,KC,NYG,NO
1394,WAS,NYG,BUF,PHI,CIN,LAR,SEA,LAC,CLV,PIT,MIA,DAL,NYJ,BLT,TEN,KC,JAX,SF
1394,WAS,BUF,DAL,SF,PHI,BLT,SEA,LAC,CLV,CIN,MIA,JAX,PIT,NYJ,TEN,KC,NYG,NO
1394,WAS,NYG,CIN,SF,MIA,BUF,SEA,DAL,CLV,LAC,JAX,TEN,NYJ,BLT,PIT,KC,PHI,NO
1394,BLT,NYG,DAL,LAC,DET,MIA,SEA,BUF,CLV,CIN,DEN,JAX,PIT,NYJ,TEN,KC,PHI,SF
1394,BLT,BUF,DET,LAC,PHI,JAX,SEA,DAL,CLV,PIT,MIA,TEN,NYJ,CIN,GB,KC,NYG,SF
1394,WAS,BUF,DAL,PHI,CIN,JAX,DEN,BLT,CLV,SEA,MIA,TEN,PIT,NYJ,LAC,KC,NYG,SF
1394,WAS,NYG,DAL,PHI,CIN,MIA,SEA,BUF,CLV,LAC,DET,KC,PIT,BLT,SF,NYJ,JAX,NO
